Member_ID,Date,Class_Type,Coach,Status
152,2024-11-12,Cardio Class,Coach A,Checked In
152,2025-02-03,Open Gym,Coach B,No-Show
152,2024-09-06,Cardio Class,Coach D,Checked In
152,2024-12-28,CrossFit,Coach A,Checked In
152,2025-04-07,Weightlifting,Coach A,Checked In
152,2025-06-13,Open Gym,Coach A,Checked In
152,2024-11-24,Open Gym,Coach D,No-Show
152,2025-05-06,Cardio Class,Coach A,Checked In
152,2024-09-11,Weightlifting,Coach D,Checked In
152,2025-01-11,Weightlifting,Coach C,Checked In
152,2024-10-21,Cardio Class,Coach A,Checked In
152,2025-03-25,Open Gym,Coach A,Checked In
152,2025-03-12,Weightlifting,Coach D,Checked In
152,2025-02-21,Open Gym,Coach C,Checked In
152,2024-12-21,Cardio Class,Coach A,Checked In
152,2025-09-08,Open Gym,Coach B,Checked In
152,2025-02-04,Open Gym,Coach D,Checked In
152,2025-02-02,Open Gym,Coach D,Checked In
152,2025-03-22,Cardio Class,Coach A,No-Show
152,2025-09-27,Weightlifting,Coach B,Checked In
152,2024-08-06,CrossFit,Coach B,Checked In
152,2025-06-12,Weightlifting,Coach B,Checked In
152,2025-05-19,Cardio Class,Coach B,Checked In
152,2024-11-14,CrossFit,Coach D,Checked In
152,2025-07-27,Weightlifting,Coach B,Checked In
152,2025-08-24,CrossFit,Coach B,Checked In
152,2025-06-07,Cardio Class,Coach C,Checked In
152,2025-09-14,CrossFit,Coach B,Checked In
152,2024-09-29,Weightlifting,Coach A,Checked In
153,2025-03-17,CrossFit,Coach A,Checked In
153,2025-02-19,Weightlifting,Coach D,Checked In
153,2024-07-26,Open Gym,Coach B,Checked In
153,2024-08-18,Open Gym,Coach C,Checked In
153,2025-02-09,CrossFit,Coach B,Checked In
153,2025-07-25,Open Gym,Coach C,Checked In
153,2025-01-08,Open Gym,Coach B,Checked In
153,2024-06-17,Weightlifting,Coach A,Checked In
153,2025-09-18,CrossFit,Coach B,Checked In
153,2024-07-25,CrossFit,Coach C,Checked In
153,2025-04-02,Cardio Class,Coach B,Checked In
153,2024-08-26,CrossFit,Coach D,Checked In
153,2024-06-12,Weightlifting,Coach D,Checked In
153,2025-05-27,Weightlifting,Coach A,Checked In
153,2024-10-03,Cardio Class,Coach A,No-Show
153,2024-08-12,CrossFit,Coach A,Checked In
153,2024-06-25,CrossFit,Coach A,Checked In
153,2025-01-10,Weightlifting,Coach D,Checked In
153,2025-06-29,Open Gym,Coach C,Checked In
153,2024-11-17,CrossFit,Coach C,Checked In
153,2024-06-21,Open Gym,Coach D,No-Show
153,2024-05-20,Weightlifting,Coach B,Checked In
153,2024-09-17,Weightlifting,Coach C,Checked In
153,2025-05-18,Cardio Class,Coach D,Checked In
153,2025-08-26,CrossFit,Coach B,Checked In
153,2024-08-13,CrossFit,Coach A,Checked In
153,2024-09-25,CrossFit,Coach A,Checked In
153,2025-02-22,CrossFit,Coach D,Checked In
153,2024-10-18,Cardio Class,Coach C,Checked In
153,2025-07-26,CrossFit,Coach C,Checked In
153,2025-03-10,CrossFit,Coach D,No-Show
153,2024-11-02,Weightlifting,Coach D,No-Show
153,2025-09-01,Cardio Class,Coach B,Checked In
153,2025-05-14,Cardio Class,Coach C,Checked In
153,2024-09-21,Cardio Class,Coach A,Checked In
153,2024-06-04,Weightlifting,Coach C,No-Show
153,2025-04-20,Weightlifting,Coach A,Checked In
153,2025-06-11,Cardio Class,Coach D,Checked In
153,2025-07-15,Open Gym,Coach A,No-Show
153,2025-03-22,Weightlifting,Coach C,Checked In
153,2025-07-11,CrossFit,Coach B,Checked In
153,2025-05-29,Weightlifting,Coach B,Checked In
153,2025-07-17,Weightlifting,Coach C,Checked In
153,2025-01-21,CrossFit,Coach C,Checked In
153,2024-10-19,Weightlifting,Coach A,Checked In
153,2024-10-22,Cardio Class,Coach A,Checked In
153,2025-08-13,CrossFit,Coach A,Checked In
153,2024-05-24,Open Gym,Coach A,Checked In
153,2025-09-05,CrossFit,Coach B,Checked In
153,2025-02-28,Cardio Class,Coach B,Checked In
153,2024-09-26,Cardio Class,Coach D,Checked In
153,2025-05-23,Open Gym,Coach C,Checked In
153,2024-06-30,Cardio Class,Coach A,No-Show
153,2025-01-14,Cardio Class,Coach C,Checked In
153,2024-06-08,Open Gym,Coach A,No-Show
153,2025-08-05,Open Gym,Coach A,Checked In
153,2024-09-10,Open Gym,Coach A,Checked In
153,2025-03-27,Open Gym,Coach B,Checked In
153,2024-10-15,Weightlifting,Coach A,Checked In
153,2024-09-06,Weightlifting,Coach D,Checked In
153,2025-02-07,Cardio Class,Coach D,Checked In
153,2024-08-27,Cardio Class,Coach A,Checked In
153,2024-06-20,Weightlifting,Coach A,Checked In
153,2024-12-03,Weightlifting,Coach B,Checked In
153,2025-03-25,Cardio Class,Coach A,Checked In
153,2025-04-28,Weightlifting,Coach C,Checked In
153,2025-06-02,Cardio Class,Coach C,Checked In
153,2025-01-12,CrossFit,Coach B,Checked In
153,2024-11-19,Open Gym,Coach A,Checked In
153,2024-07-23,CrossFit,Coach C,Checked In
153,2025-02-26,Open Gym,Coach C,Checked In
153,2025-04-05,Weightlifting,Coach C,Checked In
153,2024-07-15,Weightlifting,Coach C,Checked In
153,2024-09-04,Open Gym,Coach C,Checked In
154,2024-04-19,Open Gym,Coach C,Checked In
154,2024-05-02,CrossFit,Coach D,Checked In
154,2025-03-20,CrossFit,Coach D,Checked In
154,2025-07-25,CrossFit,Coach C,Checked In
154,2024-09-18,CrossFit,Coach A,Checked In
154,2025-01-21,Cardio Class,Coach D,Checked In
154,2024-10-04,Cardio Class,Coach D,Checked In
154,2025-05-26,Open Gym,Coach C,Checked In
154,2024-03-30,Cardio Class,Coach D,Checked In
154,2025-08-17,CrossFit,Coach D,Checked In
154,2025-08-16,CrossFit,Coach D,Checked In
154,2025-07-14,Weightlifting,Coach C,Checked In
154,2025-03-28,Cardio Class,Coach C,Checked In
154,2025-03-24,Cardio Class,Coach B,Checked In
154,2025-04-24,Cardio Class,Coach C,No-Show
154,2024-07-12,Weightlifting,Coach C,Checked In
154,2024-08-05,CrossFit,Coach D,Checked In
154,2025-03-17,Open Gym,Coach A,Checked In
154,2025-07-09,CrossFit,Coach A,Checked In
154,2025-07-03,Weightlifting,Coach D,Checked In
154,2025-09-21,Weightlifting,Coach D,Checked In
154,2024-03-22,Cardio Class,Coach C,Checked In
154,2024-10-25,Weightlifting,Coach D,Checked In
154,2025-05-13,CrossFit,Coach D,Checked In
154,2024-07-14,Weightlifting,Coach A,Checked In
154,2024-11-27,Cardio Class,Coach B,Checked In
154,2025-09-03,Cardio Class,Coach D,Checked In
154,2025-06-25,Weightlifting,Coach A,Checked In
154,2024-05-07,Weightlifting,Coach D,Checked In
154,2024-12-30,Weightlifting,Coach B,Checked In
154,2024-04-27,Cardio Class,Coach C,Checked In
154,2024-08-27,Open Gym,Coach B,No-Show
154,2024-09-23,CrossFit,Coach A,Checked In
154,2024-07-20,Open Gym,Coach C,Checked In
154,2024-05-08,Weightlifting,Coach C,Checked In
154,2024-12-23,CrossFit,Coach D,Checked In
154,2024-08-14,CrossFit,Coach C,Checked In
154,2024-04-13,Open Gym,Coach A,Checked In
154,2024-04-17,CrossFit,Coach B,Checked In
154,2025-09-25,Open Gym,Coach C,Checked In
154,2024-10-05,Weightlifting,Coach C,Checked In
154,2025-06-10,Cardio Class,Coach D,Checked In
154,2024-08-25,CrossFit,Coach C,Checked In
154,2025-01-12,CrossFit,Coach A,Checked In
154,2024-04-01,Cardio Class,Coach A,Checked In
154,2024-07-29,CrossFit,Coach C,Checked In
154,2025-04-18,Open Gym,Coach B,Checked In
154,2025-08-28,Open Gym,Coach C,Checked In
154,2024-10-03,CrossFit,Coach C,Checked In
154,2025-08-20,Open Gym,Coach C,Checked In
154,2025-06-08,Cardio Class,Coach B,Checked In
154,2024-11-11,CrossFit,Coach B,Checked In
154,2024-05-16,Cardio Class,Coach A,Checked In
154,2025-04-20,CrossFit,Coach C,Checked In
154,2025-03-12,Open Gym,Coach B,Checked In
154,2024-09-21,Weightlifting,Coach A,Checked In
154,2025-06-11,Open Gym,Coach B,Checked In
154,2025-08-19,Open Gym,Coach B,Checked In
154,2024-05-31,CrossFit,Coach C,Checked In
154,2024-07-09,CrossFit,Coach C,Checked In
154,2024-03-26,Weightlifting,Coach B,Checked In
154,2024-06-28,Open Gym,Coach C,Checked In
154,2025-06-29,CrossFit,Coach D,Checked In
154,2024-06-03,CrossFit,Coach D,Checked In
154,2024-05-30,Weightlifting,Coach A,Checked In
154,2025-07-18,CrossFit,Coach A,Checked In
154,2025-01-22,Weightlifting,Coach D,Checked In
154,2024-10-11,Open Gym,Coach B,Checked In
154,2024-10-30,Cardio Class,Coach B,Checked In
154,2025-06-17,CrossFit,Coach B,Checked In
154,2024-10-22,CrossFit,Coach C,Checked In
155,2024-12-11,Open Gym,Coach C,Checked In
155,2024-10-27,Cardio Class,Coach D,Checked In
155,2024-10-13,Open Gym,Coach C,Checked In
155,2025-04-22,CrossFit,Coach A,Checked In
155,2025-02-16,Open Gym,Coach C,Checked In
155,2025-08-12,CrossFit,Coach B,Checked In
155,2025-03-01,Cardio Class,Coach B,No-Show
155,2025-07-30,CrossFit,Coach A,Checked In
155,2024-11-19,CrossFit,Coach B,Checked In
155,2025-02-18,Cardio Class,Coach C,Checked In
155,2024-10-09,CrossFit,Coach D,Checked In
155,2025-06-03,Open Gym,Coach B,Checked In
155,2025-03-09,CrossFit,Coach D,Checked In
155,2024-10-02,Open Gym,Coach C,Checked In
155,2025-05-14,CrossFit,Coach A,Checked In
155,2025-04-25,Open Gym,Coach C,Checked In
155,2025-06-05,Weightlifting,Coach D,Checked In
155,2025-04-12,Open Gym,Coach A,Checked In
155,2024-10-22,Cardio Class,Coach B,Checked In
155,2024-12-09,Weightlifting,Coach D,Checked In
155,2025-06-23,Open Gym,Coach C,Checked In
155,2025-04-26,Weightlifting,Coach D,Checked In
155,2025-02-01,Open Gym,Coach C,Checked In
155,2025-07-02,Cardio Class,Coach A,Checked In
155,2025-01-08,Open Gym,Coach B,Checked In
155,2024-11-24,Weightlifting,Coach C,Checked In
155,2025-07-12,CrossFit,Coach C,Checked In
155,2025-06-12,CrossFit,Coach A,Checked In
155,2024-12-22,Weightlifting,Coach D,Checked In
155,2025-02-24,Weightlifting,Coach C,Checked In
155,2025-09-20,Weightlifting,Coach D,Checked In
155,2025-07-20,Cardio Class,Coach A,Checked In
155,2025-01-09,Cardio Class,Coach A,Checked In
155,2024-12-15,Cardio Class,Coach D,Checked In
155,2025-02-21,Cardio Class,Coach D,Checked In
155,2025-01-13,Open Gym,Coach B,Checked In
155,2025-05-16,Open Gym,Coach B,Checked In
155,2025-05-27,CrossFit,Coach D,Checked In
155,2024-11-20,Weightlifting,Coach D,Checked In
155,2025-06-01,Cardio Class,Coach C,Checked In
155,2025-06-19,Cardio Class,Coach C,Checked In
155,2025-01-21,Weightlifting,Coach B,Checked In
155,2025-08-07,CrossFit,Coach C,Checked In
155,2025-03-11,CrossFit,Coach A,Checked In
155,2025-04-29,Cardio Class,Coach A,Checked In
155,2025-09-27,Cardio Class,Coach A,Checked In
155,2024-10-12,Open Gym,Coach A,Checked In
155,2025-06-22,Open Gym,Coach A,Checked In
155,2025-07-06,Weightlifting,Coach A,No-Show
155,2024-11-27,CrossFit,Coach A,Checked In
155,2025-06-08,CrossFit,Coach C,Checked In
155,2025-01-04,Weightlifting,Coach A,Checked In
155,2025-07-07,Open Gym,Coach D,Checked In
155,2025-02-17,Open Gym,Coach A,Checked In
155,2025-03-03,CrossFit,Coach D,Checked In
155,2025-06-18,Weightlifting,Coach A,Checked In
155,2025-01-05,CrossFit,Coach C,No-Show
155,2025-02-20,Open Gym,Coach B,Checked In
155,2024-12-19,Open Gym,Coach C,Checked In
155,2025-04-01,Open Gym,Coach C,Checked In
155,2025-08-02,CrossFit,Coach C,Checked In
155,2025-05-29,CrossFit,Coach C,Checked In
155,2025-07-27,Cardio Class,Coach C,Checked In
155,2025-03-16,Weightlifting,Coach C,Checked In
155,2024-11-04,Open Gym,Coach B,Checked In
155,2025-01-28,Weightlifting,Coach D,Checked In
155,2025-01-19,Cardio Class,Coach C,Checked In
155,2024-12-28,Weightlifting,Coach D,Checked In
155,2025-02-23,Open Gym,Coach C,Checked In
155,2025-09-11,Weightlifting,Coach A,Checked In
155,2025-06-10,CrossFit,Coach D,Checked In
155,2024-11-30,Open Gym,Coach B,Checked In
155,2024-09-29,Weightlifting,Coach D,Checked In
155,2025-01-25,Weightlifting,Coach B,Checked In
155,2025-06-17,Open Gym,Coach A,Checked In
155,2025-05-06,CrossFit,Coach A,Checked In
156,2024-10-30,Cardio Class,Coach D,No-Show
156,2025-01-17,CrossFit,Coach B,Checked In
156,2025-01-09,Cardio Class,Coach D,Checked In
156,2025-02-23,Cardio Class,Coach B,Checked In
156,2025-03-06,Open Gym,Coach D,Checked In
156,2024-12-03,Open Gym,Coach B,Checked In
156,2025-07-28,Open Gym,Coach D,Checked In
156,2025-04-22,Cardio Class,Coach D,Checked In
156,2024-11-20,CrossFit,Coach B,Checked In
156,2025-08-26,Open Gym,Coach A,Checked In
156,2024-11-01,Weightlifting,Coach C,Checked In
156,2025-03-10,Cardio Class,Coach C,Checked In
156,2025-03-02,Open Gym,Coach D,Checked In
156,2025-04-19,Weightlifting,Coach A,Checked In
156,2024-10-31,CrossFit,Coach B,Checked In
156,2025-06-11,Weightlifting,Coach B,Checked In
156,2025-09-01,Cardio Class,Coach C,Checked In
156,2025-02-08,Cardio Class,Coach B,No-Show
156,2025-08-07,Cardio Class,Coach D,Checked In
156,2024-09-25,Cardio Class,Coach B,Checked In
156,2025-05-12,CrossFit,Coach B,Checked In
156,2025-04-10,Cardio Class,Coach B,Checked In
156,2025-01-26,CrossFit,Coach B,Checked In
156,2025-08-21,Weightlifting,Coach D,Checked In
156,2025-05-04,Weightlifting,Coach D,Checked In
156,2025-07-18,CrossFit,Coach D,Checked In
156,2025-05-15,Cardio Class,Coach D,Checked In
156,2025-03-18,Cardio Class,Coach D,Checked In
156,2025-07-10,Cardio Class,Coach C,No-Show
156,2024-12-25,Weightlifting,Coach D,Checked In
156,2025-07-12,CrossFit,Coach B,Checked In
156,2025-05-01,Open Gym,Coach C,Checked In
156,2024-11-17,Open Gym,Coach D,Checked In
156,2024-11-07,Weightlifting,Coach C,Checked In
156,2025-08-04,CrossFit,Coach A,Checked In
156,2024-10-17,Open Gym,Coach B,Checked In
156,2024-09-29,Open Gym,Coach C,No-Show
156,2025-09-09,Cardio Class,Coach B,Checked In
156,2025-06-29,Open Gym,Coach A,Checked In
156,2025-06-19,CrossFit,Coach B,No-Show
156,2025-06-12,Open Gym,Coach B,Checked In
156,2024-12-11,CrossFit,Coach A,Checked In
156,2024-09-16,Cardio Class,Coach C,Checked In
156,2024-11-14,Cardio Class,Coach B,Checked In
156,2025-07-25,Weightlifting,Coach A,Checked In
156,2025-07-02,Open Gym,Coach D,Checked In
156,2025-03-23,CrossFit,Coach D,Checked In
156,2025-01-25,Open Gym,Coach C,Checked In
156,2025-05-26,CrossFit,Coach B,Checked In
156,2025-09-29,Cardio Class,Coach D,Checked In
156,2025-06-15,Weightlifting,Coach A,Checked In
156,2025-07-03,Open Gym,Coach C,No-Show
156,2025-02-18,Weightlifting,Coach C,Checked In
156,2025-09-26,Cardio Class,Coach C,Checked In
156,2025-01-02,CrossFit,Coach C,Checked In
156,2025-01-28,Cardio Class,Coach D,Checked In
156,2025-05-24,Cardio Class,Coach C,Checked In
156,2025-01-21,Open Gym,Coach A,Checked In
156,2025-03-03,CrossFit,Coach D,No-Show
156,2025-07-31,Open Gym,Coach A,Checked In
156,2025-03-25,Weightlifting,Coach D,Checked In
156,2025-06-06,Cardio Class,Coach C,Checked In
156,2025-06-01,Cardio Class,Coach A,Checked In
156,2025-05-18,CrossFit,Coach D,Checked In
156,2025-03-19,CrossFit,Coach A,Checked In
156,2025-02-14,Weightlifting,Coach B,Checked In
156,2025-05-08,Cardio Class,Coach D,Checked In
156,2025-07-17,Cardio Class,Coach A,Checked In
156,2025-06-18,Weightlifting,Coach A,Checked In
156,2025-05-03,CrossFit,Coach C,Checked In
156,2025-06-20,Weightlifting,Coach D,Checked In
156,2025-08-23,CrossFit,Coach D,Checked In
156,2024-12-10,Open Gym,Coach B,Checked In
156,2025-02-02,CrossFit,Coach D,Checked In
156,2025-09-21,Cardio Class,Coach C,Checked In
157,2024-10-30,CrossFit,Coach A,Checked In
157,2025-04-16,Cardio Class,Coach B,Checked In
157,2024-12-19,CrossFit,Coach C,No-Show
157,2024-09-30,CrossFit,Coach B,Checked In
157,2024-07-12,CrossFit,Coach D,Checked In
157,2024-10-10,Open Gym,Coach D,Checked In
157,2024-08-31,CrossFit,Coach A,Checked In
157,2024-10-04,Cardio Class,Coach B,Checked In
157,2025-07-31,Open Gym,Coach A,Checked In
157,2024-06-24,CrossFit,Coach B,Checked In
157,2025-08-28,Cardio Class,Coach D,Checked In
157,2024-09-09,CrossFit,Coach C,Checked In
157,2025-06-03,CrossFit,Coach B,Checked In
157,2025-07-11,Weightlifting,Coach A,Checked In
157,2025-08-02,Cardio Class,Coach B,Checked In
157,2025-04-29,Cardio Class,Coach C,Checked In
157,2024-06-26,Weightlifting,Coach A,Checked In
157,2024-05-12,Cardio Class,Coach D,Checked In
157,2024-12-26,CrossFit,Coach D,Checked In
157,2025-09-27,Cardio Class,Coach B,Checked In
157,2025-05-09,Cardio Class,Coach A,Checked In
157,2024-12-31,Cardio Class,Coach D,Checked In
157,2024-03-28,Open Gym,Coach B,Checked In
157,2025-06-01,Open Gym,Coach B,Checked In
157,2024-05-08,Cardio Class,Coach A,Checked In
157,2025-05-10,CrossFit,Coach D,Checked In
157,2024-11-29,Weightlifting,Coach C,No-Show
157,2024-06-05,Open Gym,Coach A,Checked In
157,2024-05-19,Weightlifting,Coach A,Checked In
157,2025-06-23,Weightlifting,Coach C,Checked In
157,2025-09-15,CrossFit,Coach A,Checked In
157,2025-04-14,Open Gym,Coach B,Checked In
157,2025-08-19,Open Gym,Coach D,Checked In
157,2025-05-28,Cardio Class,Coach B,Checked In
157,2025-05-29,Weightlifting,Coach A,Checked In
157,2025-01-30,Open Gym,Coach D,Checked In
157,2025-06-09,Cardio Class,Coach B,Checked In
157,2024-11-18,Weightlifting,Coach C,Checked In
157,2025-02-27,Open Gym,Coach D,No-Show
157,2025-08-11,Weightlifting,Coach A,Checked In
157,2024-02-23,CrossFit,Coach D,No-Show
157,2024-03-11,Cardio Class,Coach A,Checked In
157,2025-08-12,Open Gym,Coach C,Checked In
157,2024-09-12,CrossFit,Coach D,Checked In
157,2024-09-21,Open Gym,Coach B,Checked In
157,2025-03-25,Weightlifting,Coach D,Checked In
157,2025-08-04,CrossFit,Coach C,Checked In
157,2024-12-24,Open Gym,Coach D,Checked In
157,2025-04-10,Weightlifting,Coach C,Checked In
157,2024-04-06,Open Gym,Coach C,Checked In
157,2025-09-24,Weightlifting,Coach C,Checked In
157,2024-05-06,Weightlifting,Coach B,Checked In
157,2025-05-27,Open Gym,Coach A,Checked In
157,2025-08-24,CrossFit,Coach D,No-Show
157,2025-01-22,Weightlifting,Coach B,Checked In
157,2024-12-17,Open Gym,Coach B,Checked In
157,2025-04-28,CrossFit,Coach C,Checked In
157,2024-10-19,Weightlifting,Coach A,Checked In
157,2024-03-19,Cardio Class,Coach C,Checked In
157,2025-09-05,CrossFit,Coach B,Checked In
157,2025-01-12,Weightlifting,Coach D,Checked In
157,2024-12-20,Open Gym,Coach D,Checked In
157,2025-04-24,Cardio Class,Coach B,Checked In
157,2024-07-31,CrossFit,Coach B,Checked In
157,2024-04-11,Weightlifting,Coach A,Checked In
157,2025-05-17,Open Gym,Coach D,Checked In
157,2024-08-29,CrossFit,Coach D,Checked In
157,2025-08-01,Cardio Class,Coach D,Checked In
157,2025-07-25,Cardio Class,Coach B,Checked In
157,2024-12-06,CrossFit,Coach C,Checked In
157,2025-03-29,CrossFit,Coach D,Checked In
157,2024-03-26,CrossFit,Coach B,Checked In
157,2025-02-02,Open Gym,Coach C,Checked In
157,2025-03-22,Cardio Class,Coach C,Checked In
157,2024-05-31,Weightlifting,Coach C,Checked In
157,2024-07-15,Cardio Class,Coach A,Checked In
157,2025-01-19,CrossFit,Coach D,Checked In
157,2025-03-05,CrossFit,Coach B,Checked In
157,2024-07-08,Cardio Class,Coach A,Checked In
157,2024-12-10,Cardio Class,Coach D,Checked In
157,2025-08-29,Cardio Class,Coach C,Checked In
157,2025-07-05,CrossFit,Coach B,No-Show
157,2025-07-09,Open Gym,Coach B,Checked In
157,2024-06-27,Open Gym,Coach A,Checked In
158,2025-08-21,Open Gym,Coach D,Checked In
158,2025-02-19,Open Gym,Coach D,Checked In
158,2025-09-14,Open Gym,Coach A,No-Show
158,2025-04-04,Cardio Class,Coach A,Checked In
158,2025-07-05,Weightlifting,Coach B,Checked In
158,2025-02-09,CrossFit,Coach A,Checked In
158,2025-05-21,Cardio Class,Coach D,Checked In
158,2025-08-15,Weightlifting,Coach D,Checked In
158,2025-07-18,Cardio Class,Coach A,Checked In
158,2025-07-13,CrossFit,Coach B,Checked In
158,2025-03-17,CrossFit,Coach A,Checked In
158,2025-01-28,Open Gym,Coach B,Checked In
158,2025-01-22,Weightlifting,Coach B,No-Show
158,2025-03-07,CrossFit,Coach C,Checked In
158,2025-04-25,Open Gym,Coach A,Checked In
158,2025-03-10,Weightlifting,Coach B,Checked In
158,2025-07-10,Cardio Class,Coach A,Checked In
158,2025-05-05,Cardio Class,Coach C,Checked In
158,2025-02-05,CrossFit,Coach A,Checked In
158,2025-04-30,Weightlifting,Coach B,Checked In
158,2025-09-16,CrossFit,Coach B,Checked In
158,2025-06-26,Cardio Class,Coach C,Checked In
158,2025-03-25,Weightlifting,Coach D,Checked In
158,2025-03-13,Open Gym,Coach B,Checked In
158,2025-04-24,CrossFit,Coach B,Checked In
158,2025-03-12,Open Gym,Coach A,No-Show
158,2025-01-21,Open Gym,Coach C,Checked In
158,2025-08-02,CrossFit,Coach C,Checked In
158,2025-08-16,Cardio Class,Coach D,No-Show
158,2025-06-05,Cardio Class,Coach A,Checked In
158,2025-03-20,Weightlifting,Coach B,Checked In
158,2025-05-19,Cardio Class,Coach D,Checked In
158,2025-08-10,Open Gym,Coach A,Checked In
158,2025-02-08,Cardio Class,Coach A,Checked In
158,2025-08-28,Open Gym,Coach A,Checked In
158,2025-09-30,Open Gym,Coach C,Checked In
158,2025-08-17,Weightlifting,Coach D,Checked In
158,2025-08-08,Open Gym,Coach A,Checked In
158,2025-03-14,Cardio Class,Coach C,Checked In
158,2025-01-26,CrossFit,Coach D,Checked In
158,2025-02-27,CrossFit,Coach C,Checked In
158,2025-09-11,Open Gym,Coach D,Checked In
158,2025-07-27,Cardio Class,Coach B,Checked In
158,2025-07-25,Weightlifting,Coach C,Checked In
158,2025-04-23,CrossFit,Coach A,Checked In
158,2025-05-22,Cardio Class,Coach A,Checked In
158,2025-02-14,Open Gym,Coach C,Checked In
158,2025-05-09,CrossFit,Coach B,Checked In
158,2025-04-14,Open Gym,Coach A,Checked In
158,2025-05-28,CrossFit,Coach C,Checked In
158,2025-07-03,Weightlifting,Coach A,Checked In
158,2025-03-23,Open Gym,Coach C,No-Show
158,2025-01-31,CrossFit,Coach A,Checked In
158,2025-09-10,Open Gym,Coach B,Checked In
158,2025-10-01,Open Gym,Coach D,Checked In
158,2025-08-04,Weightlifting,Coach C,Checked In
158,2025-05-24,Open Gym,Coach D,Checked In
158,2025-08-25,Open Gym,Coach C,Checked In
158,2025-08-14,Weightlifting,Coach B,Checked In
158,2025-07-23,Open Gym,Coach C,Checked In
158,2025-07-07,CrossFit,Coach C,Checked In
158,2025-07-26,Open Gym,Coach D,Checked In
158,2025-03-31,CrossFit,Coach A,Checked In
158,2025-04-10,CrossFit,Coach B,No-Show
158,2025-03-16,CrossFit,Coach C,Checked In
158,2025-08-24,Cardio Class,Coach D,Checked In
158,2025-04-19,Open Gym,Coach C,Checked In
158,2025-08-26,Cardio Class,Coach C,Checked In
158,2025-05-18,CrossFit,Coach D,Checked In
158,2025-09-03,CrossFit,Coach A,Checked In
158,2025-08-11,Open Gym,Coach C,Checked In
158,2025-03-22,CrossFit,Coach C,Checked In
158,2025-09-02,CrossFit,Coach D,Checked In
158,2025-06-03,CrossFit,Coach A,Checked In
158,2025-01-24,Open Gym,Coach A,Checked In
158,2025-09-01,Weightlifting,Coach A,Checked In
158,2025-02-06,CrossFit,Coach A,Checked In
159,2025-08-05,Open Gym,Coach A,Checked In
159,2024-04-30,Cardio Class,Coach B,Checked In
159,2024-07-24,Cardio Class,Coach B,No-Show
159,2024-06-04,Open Gym,Coach B,Checked In
159,2024-10-23,CrossFit,Coach B,Checked In
159,2025-01-04,Weightlifting,Coach A,Checked In
159,2024-09-14,Cardio Class,Coach B,Checked In
159,2025-06-11,CrossFit,Coach B,Checked In
159,2025-07-10,Open Gym,Coach B,Checked In
159,2025-09-07,Weightlifting,Coach C,Checked In
159,2025-07-23,CrossFit,Coach C,Checked In
159,2024-09-17,Weightlifting,Coach A,Checked In
159,2025-05-27,Cardio Class,Coach B,Checked In
159,2024-04-20,CrossFit,Coach B,Checked In
159,2024-06-26,Cardio Class,Coach A,No-Show
159,2024-07-12,Open Gym,Coach C,Checked In
159,2024-11-27,Open Gym,Coach A,Checked In
159,2024-02-12,CrossFit,Coach B,Checked In
159,2024-08-05,CrossFit,Coach B,Checked In
159,2025-08-30,Open Gym,Coach A,No-Show
159,2025-04-17,CrossFit,Coach B,Checked In
159,2024-10-28,Open Gym,Coach A,Checked In
159,2024-10-07,Cardio Class,Coach A,Checked In
159,2024-10-06,Open Gym,Coach A,Checked In
159,2024-05-27,Open Gym,Coach A,Checked In
159,2024-08-26,Cardio Class,Coach D,Checked In
159,2025-06-09,Weightlifting,Coach C,Checked In
159,2025-09-25,Cardio Class,Coach B,Checked In
159,2024-05-19,CrossFit,Coach D,Checked In
159,2025-02-22,Cardio Class,Coach A,Checked In
159,2024-03-06,CrossFit,Coach B,Checked In
159,2025-08-13,Open Gym,Coach A,Checked In
159,2024-07-10,Open Gym,Coach B,Checked In
159,2025-04-10,Weightlifting,Coach D,Checked In
159,2024-09-08,Cardio Class,Coach B,Checked In
159,2025-05-13,CrossFit,Coach C,Checked In
159,2024-07-30,Cardio Class,Coach D,Checked In
159,2025-08-22,Cardio Class,Coach C,Checked In
159,2025-05-16,Weightlifting,Coach C,Checked In
159,2024-05-03,Open Gym,Coach B,Checked In
159,2024-05-07,CrossFit,Coach B,Checked In
159,2024-05-15,Cardio Class,Coach D,Checked In
159,2024-07-26,Cardio Class,Coach C,Checked In
159,2025-09-15,CrossFit,Coach C,Checked In
159,2025-07-05,Weightlifting,Coach C,Checked In
159,2025-09-08,Cardio Class,Coach A,Checked In
159,2024-10-24,Cardio Class,Coach D,Checked In
159,2024-08-03,Open Gym,Coach B,Checked In
159,2025-05-26,CrossFit,Coach B,Checked In
159,2024-06-15,CrossFit,Coach C,Checked In
159,2025-09-14,Cardio Class,Coach D,Checked In
159,2024-05-06,Cardio Class,Coach B,Checked In
159,2025-06-01,Weightlifting,Coach C,Checked In
159,2024-06-10,Cardio Class,Coach D,Checked In
159,2024-07-20,Cardio Class,Coach C,Checked In
159,2025-04-15,CrossFit,Coach D,Checked In
159,2025-08-17,Weightlifting,Coach C,Checked In
159,2024-02-11,Weightlifting,Coach B,Checked In
159,2024-04-24,Cardio Class,Coach B,Checked In
159,2025-06-20,Cardio Class,Coach D,Checked In
159,2025-07-29,Weightlifting,Coach B,Checked In
159,2025-04-03,CrossFit,Coach C,Checked In
